state|county|totpop|totalhouseholds|whitepct|blackpct|asianpct|hispanpct|foreignlangpct|average_household_size|home_own_pct|median_home_value|median_rent|pct_moved_last_two_years|median_income|percent_poor|healthpct|bachelorpct|firstreg|secondreg|thirdreg
"Kansas"|"Barber County"|4624|1923|.946583|.0080017|.0162197|.0549308|.1157007|2.38|.7176287|72300|563|.029|50174|.117|.8890571|.0906142|"Evangelical Protestant"|"Mainline Protestant"|"Catholic"
"Kansas"|"Barton County"|26453|10624|.9392886|.0122859|.0036291|.1481117|.1600953|2.45|.7025602|93300|648|.022|49723|.097|.869958|.0987034|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Kansas"|"Bourbon County"|14608|5636|.9240827|.0284775|.0075986|.0266977|.0855696|2.52|.7139816|82700|648|.028|43917|.103|.8797234|.0963855|"Evangelical Protestant"|"Mainline Protestant"|"Catholic"
"Kansas"|"Brown County"|9626|3872|.8534178|.0085186|.0062331|.0463328|.0838354|2.46|.7022211|88500|633|.021|48333|.074|.9195928|.1033659|"Mainline Protestant"|"American Baptist"|"United Methodist"
"Kansas"|"Butler County"|66698|24870|.9299529|.0250532|.0125941|.0488171|.0972443|2.57|.7447929|148600|855|.011|64782|.068|.8835947|.1271552|"Evangelical Protestant"|"Mainline Protestant"|"Catholic"
"Kansas"|"Chase County"|2637|1051|.9476678|.0166856|.0011377|.0474024|.0788775|2.42|.8068506|103600|570|.03|45353|.089|.8657566|.1251422|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"Kansas"|"Chautauqua County"|3323|1456|.8841408|.0054168|.0030093|.0385194|.0680108|2.24|.7767857|49500|601|.018|40298|.178|.8585615|.0872705|"Mainline Protestant"|"American Baptist"|"Evangelical Protestant"
"Kansas"|"Cherokee County"|20179|7929|.9011348|.0059468|.0044601|.0255711|.0747312|2.51|.7270778|82500|613|.02|43175|.096|.8770009|.0851876|"Evangelical Protestant"|"Catholic"|"Southern Baptist"
"Kansas"|"Cheyenne County"|2665|1221|.958349|0|0|.0679175|.1332083|2.15|.8001638|78700|591|.023|47639|.055|.9013133|.1688555|"Mainline Protestant"|"United Methodist"|"Evangelical Lutheran"
"Kansas"|"Clark County"|2026|873|.9461994|.0049358|.0113524|.0552813|.1263574|2.25|.7434135|75900|589|.036|53348|.098|.9195459|.1396841|"Evangelical Protestant"|"Mainline Protestant"|"United Methodist"
"Kansas"|"Clay County"|8082|3514|.9651076|.0089087|.0059391|.025365|.0835189|2.26|.7105862|98000|607|.042|53929|.042|.9022519|.117174|"Mainline Protestant"|"Evangelical Protestant"|"United Methodist"
"Kansas"|"Cloud County"|8938|3689|.9524502|.0195793|.0008951|.0316626|.1025957|2.33|.7291949|75800|631|.025|45373|.05|.8800626|.0948758|"Mainline Protestant"|"Catholic"|"United Methodist"
"Kansas"|"Coffey County"|8254|3585|.9562636|.0079961|.0009692|.0268961|.062394|2.27|.7587169|119100|658|.021|59583|.088|.9101042|.1210322|"Mainline Protestant"|"Evangelical Protestant"|"United Methodist"
"Kansas"|"Comanche County"|1740|751|.9913793|.0022989|0|.037931|.0689655|2.22|.7962716|70300|443|.027|54821|.09|.8735632|.0954023|"Mainline Protestant"|"Evangelical Protestant"|"United Methodist"
"Kansas"|"Cowley County"|35351|13499|.8800034|.0327855|.0160957|.1085966|.1243812|2.45|.6742722|89000|694|.016|50102|.095|.87593|.0949337|"Evangelical Protestant"|"Mainline Protestant"|"United Methodist"
"Kansas"|"Crawford County"|38968|15284|.91221|.0226853|.0185793|.0570981|.1140423|2.42|.5938236|93900|717|.019|41004|.127|.8852392|.112015|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"Kansas"|"Decatur County"|2860|1442|.9783217|.0052448|.0038462|.0297203|.0986014|1.94|.7371706|67900|669|.033|48125|.137|.8786713|.1423077|"Mainline Protestant"|"Evangelical Protestant"|"United Methodist"
"Kansas"|"Dickinson County"|18828|7911|.9481623|.0137561|.0053112|.046792|.084608|2.34|.7061054|114700|687|.019|49991|.078|.9065753|.1155725|"Mainline Protestant"|"Evangelical Protestant"|"United Methodist"
"Kansas"|"Doniphan County"|7684|3046|.9250391|.0597345|.0006507|.0278501|.066632|2.28|.7202889|100600|649|.023|49703|.109|.8934149|.0979958|"Evangelical Protestant"|"Mainline Protestant"|"Southern Baptist"
"Kansas"|"Douglas County"|120290|46936|.8241084|.0436778|.0527642|.0628066|.1479591|2.38|.5130817|199400|926|.016|59435|.072|.9225954|.1503367|"Evangelical Protestant"|"Mainline Protestant"|"Catholic"
"Kansas"|"Edwards County"|2869|1308|.9505054|.0034855|.0076682|.2070408|.2429418|2.12|.7798165|61400|586|.013|50902|.067|.9048449|.1021262|"Catholic"|"Mainline Protestant"|"United Methodist"
"Kansas"|"Elk County"|2523|1128|.9381688|.0039635|.0047562|.0455807|.0836306|2.21|.7952127|54700|495|.021|38750|.159|.9013079|.0570749|"Mainline Protestant"|"United Methodist"|"Evangelical Protestant"
"Kansas"|"Ellis County"|28775|11544|.9307733|.0108427|.0112598|.0572719|.1212163|2.39|.6116598|169100|711|.02|52883|.093|.9226064|.1423458|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Kansas"|"Ellsworth County"|6231|2388|.9062751|.0319371|.012839|.0616273|.0848981|2.24|.7684255|99400|639|.02|54902|.062|.8098218|.0967742|"Evangelical Protestant"|"Mainline Protestant"|"Lutheran Missouri Synod"
"Kansas"|"Finney County"|36750|12519|.8097415|.029034|.0410612|.4990476|.5025578|2.89|.6436616|152500|806|.017|60798|.091|.868|.0637279|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Kansas"|"Ford County"|34179|11344|.89318|.0200415|.0137219|.5505427|.5671319|2.95|.615127|112500|778|.019|51711|.112|.8447|.067088|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Kansas"|"Franklin County"|25558|10118|.9338368|.009273|.0038344|.0416699|.0788794|2.47|.7231666|128000|793|.017|56582|.063|.9195946|.0889741|"Mainline Protestant"|"Evangelical Protestant"|"American Baptist"
"Kansas"|"Geary County"|34025|12684|.6782072|.1873916|.0295665|.1618222|.2601029|2.61|.3791391|148800|1057|.037|53133|.119|.7831888|.0831154|"Evangelical Protestant"|"Mainline Protestant"|""
"Kansas"|"Gove County"|2644|1217|.9576399|.005295|.005295|.0340393|.0839637|2.13|.7576007|89600|693|.027|48317|.097|.862708|.1161119|"Catholic"|"United Methodist"|"Evangelical Protestant"
"Kansas"|"Graham County"|2519|1196|.9027392|.0416832|.0174672|.0198491|.070266|2.07|.8227425|72500|554|.021|46375|.059|.9086939|.1468837|"Evangelical Protestant"|"Mainline Protestant"|"United Methodist"
"Kansas"|"Grant County"|7467|2551|.8834873|.0004018|.0042855|.4759609|.416901|2.9|.7448059|116100|647|.052|53413|.04|.8335342|.0606669|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Kansas"|"Gray County"|6039|2151|.9682066|.0087763|.0011591|.1596291|.2627918|2.77|.781497|135500|663|.023|64930|.044|.8537837|.0919026|"Evangelical Protestant"|"Mennonite"|"United Methodist"
"Kansas"|"Greeley County"|1185|519|.8793249|0|0|.2472574|.2801688|2.22|.6300578|111200|720|.048|54112|.062|.9198312|.1459916|"Mainline Protestant"|"United Methodist"|"Catholic"
"Kansas"|"Greenwood County"|6081|2769|.9508305|.0021378|.0018089|.0388094|.0623253|2.17|.7378115|66700|578|.018|41982|.093|.9065943|.1068903|"Evangelical Protestant"|"Mainline Protestant"|"Southern Baptist"
"Kansas"|"Hamilton County"|2591|890|.9093014|.0532613|0|.3296025|.2940949|2.91|.7168539|81800|668|.031|46944|.065|.8089541|.1003474|"Mainline Protestant"|"United Methodist"|"Catholic"
"Kansas"|"Harper County"|5594|2265|.9574544|.0017876|.0039328|.0613157|.1201287|2.4|.6962472|74300|681|.023|49865|.1|.8466214|.0654272|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"Kansas"|"Harvey County"|34503|13290|.9311075|.0166362|.0063183|.1188592|.1180477|2.49|.7158014|126100|733|.017|57982|.06|.9005594|.1351187|"Evangelical Protestant"|"Mainline Protestant"|""
"Kansas"|"Haskell County"|4018|1320|.8613738|.0002489|.0012444|.3061225|.4250871|3.01|.7621212|107000|623|.026|55064|.092|.8101045|.0791439|"Evangelical Protestant"|"Southern Baptist"|"United Methodist"
"Kansas"|"Hodgeman County"|1876|767|.95629|.000533|.0191898|.0794243|.1433902|2.4|.8148631|84800|626|.024|61211|.07|.8987207|.1465885|"Mainline Protestant"|"United Methodist"|"Catholic"
"Kansas"|"Jackson County"|13266|5465|.8633348|.0021107|.0054274|.0462084|.0949043|2.4|.7557182|134700|716|.024|57914|.082|.9337404|.0878939|"Mainline Protestant"|"Evangelical Protestant"|"United Methodist"
"Kansas"|"Jefferson County"|18890|7575|.9580201|.0072525|.0001588|.027369|.0679195|2.46|.8406601|150600|760|.011|64864|.049|.9277396|.1103229|"Mainline Protestant"|"Evangelical Protestant"|"United Methodist"
"Kansas"|"Jewell County"|2885|1380|.9639515|.0034662|.0017331|.0239168|.064818|2.07|.8130435|56100|508|.025|40676|.131|.9091855|.1053726|"Mainline Protestant"|"United Methodist"|"Evangelical Protestant"
"Kansas"|"Johnson County"|591506|228592|.8595162|.0468347|.0508651|.0765588|.1754471|2.57|.6922858|259600|1109|.004|89087|.037|.9347987|.2337339|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Kansas"|"Kearny County"|3907|1201|.9454825|.025851|.0038393|.3171231|.302278|3.2|.7610325|116700|645|.039|52599|.129|.8351676|.0473509|"Catholic"|"Mainline Protestant"|"United Methodist"
"Kansas"|"Kingman County"|7340|3133|.9663488|.0046322|.0002725|.0358311|.0861035|2.3|.7855091|91500|707|.021|60469|.062|.9272479|.1314714|"Catholic"|"Mainline Protestant"|"United Methodist"
"Kansas"|"Kiowa County"|2505|985|.9385229|.0083832|.0075848|.0638723|.1377245|2.35|.7055838|113900|620|.012|53274|.023|.8734531|.1281437|"Evangelical Protestant"|"Mainline Protestant"|"United Methodist"
"Kansas"|"Labette County"|20119|8176|.8876187|.047567|.0015408|.0452806|.1001044|2.39|.6950831|76400|633|.021|47643|.135|.8751429|.0844475|"Evangelical Protestant"|"Mainline Protestant"|"United Methodist"
"Kansas"|"Lane County"|1564|757|.9680307|0|.0121483|.0671356|.1214834|2.06|.7556143|90800|503|.043|52125|.072|.8829923|.1061381|"Mainline Protestant"|"United Methodist"|"Disciples of Christ"
"Kansas"|"Leavenworth County"|80745|27253|.8247198|.0882284|.0144901|.0701096|.1086135|2.75|.674201|182900|987|.013|73013|.06|.8675708|.1257168|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Kansas"|"Lincoln County"|3044|1248|.9809461|.0016426|0|.0335085|.0706308|2.39|.7788461|72700|530|.025|45076|.072|.8942181|.0939553|"Evangelical Protestant"|"Lutheran Missouri Synod"|"Mainline Protestant"
"Kansas"|"Linn County"|9671|4497|.957295|.0082722|.0051701|.0269879|.0633854|2.14|.7749611|110100|667|.017|48778|.118|.8910144|.0781719|"Evangelical Protestant"|"Mainline Protestant"|"Church of Christ"
"Kansas"|"Logan County"|2805|1153|.9475936|.000713|0|.0613191|.0966132|2.4|.6921076|86600|681|.047|51740|.061|.9201426|.0894831|"Evangelical Protestant"|"Mainline Protestant"|"Catholic"
"Kansas"|"Lyon County"|33251|13569|.8920333|.0229467|.0213527|.2122944|.2276623|2.34|.6001179|106800|674|.021|46338|.078|.9020782|.0991248|"Mainline Protestant"|"Evangelical Protestant"|"Catholic"
"Kansas"|"Mcpherson County"|28567|12334|.954738|.0115868|.006756|.0421815|.0921343|2.21|.6950706|151800|746|.018|59089|.05|.9115063|.135611|"Evangelical Protestant"|"Mainline Protestant"|"United Methodist"
"Kansas"|"Marion County"|11964|4846|.9562019|.0079405|.0036777|.0373621|.0768974|2.3|.78539|90800|585|.013|52123|.052|.9074724|.1206954|"Evangelical Protestant"|"Mainline Protestant"|"United Methodist"
"Kansas"|"Marshall County"|9749|4085|.9672787|.0030772|.0038978|.0252334|.0918043|2.35|.7870257|98900|596|.019|51895|.046|.922351|.0870859|"Mainline Protestant"|"Catholic"|"Evangelical Protestant"
"Kansas"|"Meade County"|4180|1689|.8471292|.0062201|.007177|.2047847|.2614833|2.4|.6921255|96800|633|.034|59316|.047|.8502392|.088756|"Evangelical Protestant"|"Mainline Protestant"|"Catholic"
"Kansas"|"Miami County"|33417|12835|.9550229|.0149026|.0057157|.032259|.0766077|2.55|.7922867|201400|827|.017|71995|.046|.9220157|.1302331|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Kansas"|"Mitchell County"|6145|2570|.9703825|.0071603|.0027665|.0244101|.0839707|2.31|.7128404|88900|561|.03|46203|.078|.9002441|.1194467|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Kansas"|"Montgomery County"|32521|13576|.8423788|.0503675|.0097475|.0675564|.1026721|2.33|.6877578|76200|659|.019|45157|.125|.8671628|.0935703|"Evangelical Protestant"|"Mainline Protestant"|"Catholic"
"Kansas"|"Morris County"|5566|2280|.960654|.0019763|.0059289|.0501258|.092526|2.41|.8035088|103000|659|.018|55658|.042|.9045994|.1119296|"Mainline Protestant"|"United Methodist"|"Evangelical Protestant"
"Kansas"|"Morton County"|2754|1038|.9190269|.0079884|.0061728|.2338417|.2519971|2.58|.694605|88500|609|.06|47750|.066|.8162673|.0882353|"Evangelical Protestant"|"Catholic"|"United Methodist"
"Kansas"|"Nemaha County"|10121|4007|.9683826|.0072127|.0011857|.0210454|.0941607|2.45|.7491889|130500|644|.019|63216|.047|.9250074|.1165893|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Kansas"|"Neosho County"|16108|6601|.948597|.0129128|.0006829|.0556866|.0996399|2.37|.7035298|82000|595|.023|46291|.151|.8685746|.0650608|"Mainline Protestant"|"Evangelical Protestant"|"Catholic"
"Kansas"|"Ness County"|2876|1269|.9332406|.0052156|.0034771|.1022253|.1693324|2.23|.8337274|73300|627|.037|56492|.069|.9064673|.1091794|"Mainline Protestant"|"Catholic"|"United Methodist"
"Kansas"|"Norton County"|5446|1830|.9241645|.0277268|.0049578|.0519647|.0890562|2.5|.8016393|82900|629|.046|49038|.09|.7803892|.104664|"Evangelical Protestant"|"Church of Christ"|"Mainline Protestant"
"Kansas"|"Osage County"|15881|6607|.9595113|.005919|.001889|.0324917|.0751212|2.37|.7469351|115700|716|.019|54090|.089|.894717|.0863925|"Mainline Protestant"|"Evangelical Protestant"|"United Methodist"
"Kansas"|"Osborne County"|3530|1648|.9617563|.0048159|.0008499|.0215297|.0818697|2.08|.7475728|69000|535|.033|51286|.1|.8951842|.1325779|"Mainline Protestant"|"United Methodist"|"Evangelical Protestant"
"Kansas"|"Ottawa County"|5822|2446|.9618688|.0097905|.007214|.0271384|.069392|2.35|.7959934|105700|662|.027|54784|.071|.9235658|.1326005|"Mainline Protestant"|"United Methodist"|"Evangelical Protestant"
"Kansas"|"Pawnee County"|6629|2448|.8962136|.0464625|.0006034|.0770855|.0749736|2.27|.6605392|82400|602|.04|49917|.025|.7605973|.1098205|"Mainline Protestant"|"Catholic"|"United Methodist"
"Kansas"|"Phillips County"|5340|2316|.9668539|.0074906|.0054307|.0337079|.0801498|2.26|.7573403|79600|616|.032|50093|.066|.9252809|.1076779|"Mainline Protestant"|"Evangelical Protestant"|"United Methodist"
"Kansas"|"Pottawatomie County"|23847|8698|.9428859|.0131253|.0077997|.0518304|.1205183|2.7|.7865027|183100|854|.02|66835|.071|.9298863|.1403112|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Kansas"|"Pratt County"|9452|3652|.9433982|.0252857|.001058|.0715193|.1466356|2.47|.677437|91900|692|.033|52327|.07|.8994921|.1373254|"Mainline Protestant"|"Catholic"|"Evangelical Protestant"
"Kansas"|"Rawlins County"|2502|1176|.9240608|.0063949|.001199|.0719424|.1294964|2.1|.7406462|101600|583|.032|53207|.081|.9076738|.1298961|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Kansas"|"Reno County"|62765|25014|.913439|.0295547|.0056401|.094814|.1186489|2.4|.692852|101300|696|.012|49936|.087|.870294|.0962001|"Evangelical Protestant"|"Mainline Protestant"|"Catholic"
"Kansas"|"Republic County"|4658|2218|.9744526|.0113783|.0023615|.020395|.0676256|2.06|.7290351|66000|601|.031|47976|.064|.9310863|.1152855|"Mainline Protestant"|"United Methodist"|"Evangelical Lutheran"
"Kansas"|"Rice County"|9658|3917|.9097121|.0195693|.0081797|.1138952|.1316008|2.29|.7449579|74700|581|.023|53012|.11|.9129219|.1000207|"Mainline Protestant"|"United Methodist"|"Evangelical Protestant"
"Kansas"|"Riley County"|75056|26490|.823132|.0623534|.0506422|.0832712|.1621056|2.46|.4318988|201000|946|.02|51208|.074|.8556278|.1259193|"Evangelical Protestant"|"Mainline Protestant"|"Catholic"
"Kansas"|"Rooks County"|5053|2176|.9618049|.0176133|.0007916|.0251336|.0775777|2.23|.769761|78800|550|.025|49415|.052|.8974866|.119533|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"Kansas"|"Rush County"|3022|1421|.9536731|.0019854|.0056254|.0324289|.0820649|2.08|.757917|70800|576|.033|47981|.054|.9235606|.1307081|"Catholic"|"Mainline Protestant"|"Evangelical Lutheran"
"Kansas"|"Russell County"|6948|3015|.9451641|.0230282|0|.0341105|.0968624|2.26|.7800995|93400|636|.042|44792|.057|.8818365|.1039148|"Mainline Protestant"|"Evangelical Lutheran"|"United Methodist"
"Kansas"|"Saline County"|54701|21959|.8773514|.0280799|.0225407|.112795|.1562129|2.42|.6669703|136800|761|.019|52200|.074|.9002212|.1210764|"Mainline Protestant"|"Evangelical Protestant"|"Catholic"
"Kansas"|"Scott County"|4917|1967|.9424446|0|.0124059|.1557861|.1954444|2.46|.6995425|136200|815|.064|65417|.053|.9245475|.125483|"Mainline Protestant"|"American Baptist"|"United Methodist"
"Kansas"|"Sedgwick County"|513375|197229|.779066|.0884363|.0434186|.1456849|.2074858|2.57|.6294967|140700|824|.005|56524|.096|.883101|.1275715|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"Kansas"|"Seward County"|22349|7321|.594389|.0464898|.0264889|.6123316|.626471|2.98|.667122|105300|787|.027|49291|.136|.8021836|.0429549|"Catholic"|"Evangelical Protestant"|""
"Kansas"|"Shawnee County"|177852|72267|.8243652|.0851382|.0149787|.1234791|.1406113|2.39|.6442775|132500|825|.008|56762|.072|.9137822|.1348481|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"Kansas"|"Sheridan County"|2506|1134|.9644852|.0099761|0|.0510774|.1121309|2.18|.7671958|113900|640|.036|62885|.032|.887071|.1213089|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Kansas"|"Sherman County"|5938|2544|.9080498|.0191984|.0092624|.1215898|.1729539|2.25|.6690252|111400|819|.04|54754|.091|.8972718|.116706|"Mainline Protestant"|"Evangelical Protestant"|"United Methodist"
"Kansas"|"Smith County"|3627|1701|.9647091|.0033085|.0074442|.0223325|.0631376|2.09|.7707231|70200|473|.033|43429|.074|.8990902|.1257237|"Mainline Protestant"|"Evangelical Protestant"|"Evangelical Lutheran"
"Kansas"|"Stafford County"|4181|1771|.9476202|.0028701|.0009567|.1334609|.1525951|2.29|.8119707|65900|617|.03|49375|.08|.8646257|.1243722|"Mainline Protestant"|"Evangelical Protestant"|"United Methodist"
"Kansas"|"Stanton County"|2052|733|.9712476|0|0|.4059454|.3976608|2.76|.7435198|92600|675|.061|52054|.117|.8382066|.1018519|"United Methodist"|"Catholic"|"Evangelical Protestant"
"Kansas"|"Stevens County"|5603|1814|.8638229|.0076745|.0032126|.3640907|.3951454|3.03|.7023153|114900|671|.037|57806|.193|.7997501|.0572907|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"Kansas"|"Sumner County"|23114|9416|.9399498|.0102535|.0064896|.0541663|.0835857|2.4|.7411852|89800|716|.016|55000|.097|.9033486|.1139136|"Mainline Protestant"|"Catholic"|"Evangelical Protestant"
"Kansas"|"Thomas County"|7810|3375|.9382843|.0226633|.0092189|.0653009|.1203585|2.2|.6761482|129700|638|.042|60124|.078|.9034571|.1049936|"Mainline Protestant"|"Catholic"|"United Methodist"
"Kansas"|"Trego County"|2840|1379|.9693662|.0010563|.0169014|.0214789|.0415493|2|.7490935|99300|580|.056|57966|.084|.8901408|.1288732|"Mainline Protestant"|"Catholic"|"Evangelical Lutheran"
"Kansas"|"Wabaunsee County"|6889|2744|.948904|.0053709|.012774|.0384671|.0773697|2.48|.8545918|146700|669|.011|61178|.026|.935114|.1087241|"Evangelical Protestant"|"Lutheran Missouri Synod"|"Mainline Protestant"
"Kansas"|"Wallace County"|1574|636|.9402795|.001906|.0038119|.047014|.1035578|2.44|.759434|89400|525|.032|63269|.071|.9256671|.1728081|"Mainline Protestant"|"United Methodist"|"Evangelical Protestant"
"Kansas"|"Washington County"|5493|2332|.9810668|.0016384|.0014564|.0358638|.0966685|2.29|.7791595|82000|456|.015|50588|.078|.9326416|.1048607|"Evangelical Protestant"|"Lutheran Missouri Synod"|"Catholic"
"Kansas"|"Wichita County"|2130|934|.8901408|.0093897|.0065728|.3521127|.3065728|2.25|.7334047|88900|707|.031|57978|.005|.9234742|.1122066|"Catholic"|"Mainline Protestant"|"United Methodist"
"Kansas"|"Wilson County"|8688|3712|.9463628|.0046041|.0001151|.0321133|.0808011|2.3|.733028|73500|675|.022|48341|.086|.9151704|.0765424|"Evangelical Protestant"|"Mainline Protestant"|"United Methodist"
